data_publicacao,diario,secao,subsecao1,subsecao2,subsecao3,subsecao4,subsecao5,nome_materia,materia,link_materia_oficial,texto
Objeto: Contratação de
instituição especializada para realização de curso de capacitação
presencial em licitações e contratos, para servidores da Controladoria-Geral do
Estado do RN e de Órgãos do Poder Executivo, com carga horária de 20 (vinte)
horas e a participação de 40 (quarenta) servidores. Vigência: a contar 14 de outubro de 2019 até 31 de dezembro de 2019.
Valor Total do Contrato: R$ 5.026,56 (cinco mil vinte e seis reais e cinquenta
e seis centavos). Dotação Orçamentária: 11106104124010029900-299001, Elemento
de Despesa 33.90.39.48  Serviços de Seleção e Treinamento, Fonte 100. Base
legal: Lei Federal 8.666/1993 e suas alterações. Data da assinatura:
14/10/2019. Assinaturas: Pedro Lopes de Araújo Neto (Controladora - Geral do
Estado) e André Laurindo Maitelli. Testemunhas: Erivan Ferreira Borges e Débora
Cristiane Barreto de Souza."
17/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DA INFRA-ESTRUTURA,DEPARTAMENTO ESTADUAL DE ESTRADAS E RODAGENS (DER),,,"PUBLICAÇÃO ENVIADA EM, 16.10.2019-RESUMO TERNO ADTIVO AO CONTRATO DE EMPREITADA NºS 005, 007, 006 E 003/2016",http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191017&id_doc=662528,http://diariooficial.rn.gov.br/dei/dorn3/documentos/00000001/20191017/662528.htm,"Resumo do Quarto Termo Aditivo ao Contrato de Empreitada nº
005/2016-PJ.
Partes: DER/RN e a firma: Potiguar
Construtora Ltda. Objeto: a prorrogação do prazo originalmente ajustado e
adequação de dotação orçamentária para cobertura das despesas resultantes do
pagamento de medições nos exercícios de 2019-2020, com vista a dar continuidade
aos serviços de manutenção na Malha Rodoviária do I Distrito Rodoviário em
Mossoró/RN. Prazo: fica prorrogado o prazo de execução e contratual por mais 12
(doze) meses, a contar da emissão da Ordem de Reinício. Valor global de R$
4.301.183,23 (quatro milhões, trezentos e um mil, cento e oitenta e três reais
e vinte e três centavos), Exercício 2019: R$ 1.200.000,00 Dotação Orçamentária:
25201.25203.06.782.0017.1908.01  Melhoria da Sinalização e do Sistema Viário.
Natureza da Despesa: 4490.51.05 - Obras e Instalações, Zona/Região: 01 - Rio
Grande do Norte, Fonte: Fonte de Recursos: 4.250  Recursos Diretamente
Arrecadados  Conv. DETRAN-DER. Exercício 2020: R$
3.101.183,23 Dotação Orçamentária: 25201.26.782.0009.169301- Conservação de
Rodovias, Natureza da Despesa: 4490.51.05 - Obras e Instalações, Zona/Região:
01- Rio Grande do Norte, Fonte de Recursos: 0.102  Recursos da CIDE. Validade:
O presente Aditivo entra em vigor na data de sua assinatura. Fundamento Legal:
no art. 65, inciso II, da Lei nº 8.666/93 e suas modificações posteriores.
Autorização Competente: Processo nº 03310019.000696/2019-97. Data e
Assinaturas: 16/10/2019. Engº Civil Manoel Marques
Dantas - Diretor Geral-DER/RN e José Luiz Arantes Horto  Contratada.
Publique-se.
Natal(RN),
16 de Outubro de 2019.
Engº Civil Manoel Marques Dantas 
Diretor Geral-DER/RN
 
 
 
 
 
Resumo do Quinto Termo Aditivo ao Contrato
de Empreitada nº 007/2016-PJ.
Partes: DER/RN e a firma: Empresa
Construtora Camilo Collier Ltda. Objeto: a
prorrogação do prazo originalmente ajustado e adequação de dotação orçamentária
para cobertura das despesas resultantes do pagamento de medições nos exercícios
de 2019-2020, com vista a dar continuidade aos serviços de manutenção na Malha
Rodoviária do IV Distrito Rodoviário  Nova Cruz/RN. Prazo: fica prorrogado o
prazo de execução e contratual por mais 12 (doze) meses, a contar da emissão da
Ordem de Reinício. Valor global de R$ 4.952.746,76 (quatro milhões, novecentos
e cinquenta e dois mil, setecentos e quarenta e seis reais e setenta e seis
centavos). Exercício 2019: R$ 1.200.000,00 Dotação Orçamentária:
25201.25203.06.782.0017.1908.01  Melhoria da Sinalização e do Sistema Viário.
Natureza da Despesa: 4490.51.05 - Obras e Instalações, Zona/Região: 01 - Rio
Grande do Norte, Fonte: Fonte de Recursos: 4.250  Recursos Diretamente
Arrecadados  Conv. DETRAN-DER. Exercício 2020: R$
3.752.746,76 Dotação Orçamentária: 25201.26.782.0009.169301- Conservação de Rodovias,
Natureza da Despesa: 4490.51.05 - Obras e Instalações, Zona/Região: 01- Rio
Grande do Norte, Fonte de Recursos: 0.102  Recursos da CIDE. Validade: O
presente aditivo entra em vigor na data de sua assinatura. Fundamento Legal: o
art. 65, inciso II, da Lei nº 8.666/93 e suas modificações posteriores.
Autorização Competente: Processo nº 03310019.000698/2019-86. Data e
Assinaturas: 16.10.2019. Engº Civil Manoel Marques
Dantas - Diretor Geral-DER/RN e Luiz Augusto de Gois  Contratada. Publique-se.
Natal(RN),
16 de Outubro de 2019.
Engº Civil Manoel Marques Dantas 
Diretor Geral-DER/RN
 
 
 
 
Resumo do Quinto Termo Aditivo ao Contrato
de Empreitada nº 006/2016-PJ.
Partes: DER/RN e a firma: AGC Construções
e Empreendimentos Ltda. Objeto: a prorrogação do prazo originalmente ajustado e
adequação de dotação orçamentária para cobertura das despesas resultantes do
pagamento de medições nos exercícios de 2019-2020, com vista a dar continuidade
aos serviços de manutenção na Malha Rodoviária do V Distrito Rodoviário 
Natal/RN. Prazo: fica prorrogado o prazo de execução e contratual por mais 12
(doze) meses, a contar da emissão da Ordem de Reinício. Valor global de R$ 4.893.999,90 (quatro milhões,
oitocentos e noventa e três mil, novecentos e noventa e nove reais e noventa
centavos). Exercício 2019: R$ 1.300.000,00 Dotação Orçamentária:
25201.25203.06.782.0017.1908.01  Melhoria da Sinalização e do Sistema Viário.
Natureza da Despesa: 4490.51.05 - Obras e Instalações, Zona/Região: 01 - Rio
Grande do Norte, Fonte: Fonte de Recursos: 4.250  Recursos Diretamente
Arrecadados  Conv. DETRAN-DER. Exercício 2020: R$
3.593.990,90 Dotação Orçamentária: 25201.26.782.0009.169301 - Conservação de
Rodovias, Natureza da Despesa: 4490.51.05 - Obras e Instalações, Zona/Região:
01- Rio Grande do Norte, Fonte de Recursos: 0.102  Recursos da CIDE. Validade:
O presente aditivo entra vigor na data de sua assinatura. Fundamento Legal: no
art. 65, inciso II, da Lei nº 8.666/93 e suas modificações posteriores.
Autorização Competente: Processo nº 03310019.000699/2019-21. Data e
Assinaturas: 16.10.2019. Engº Civil Manoel Marques
Dantas - Diretor Geral-DER/RN e Angelina Fulco Gaag  Contratada. Publique-se.
Natal(RN),
16 de Outubro de 2019.
Engº Civil Manoel Marques Dantas 
Diretor Geral-DER/RN
 
 
 
Resumo do Quinto Termo Aditivo ao Contrato
de Empreitada nº 003/2016-PJ.
Partes: DER/RN e a firma: FEC 
Construções Ltda. Objeto: a prorrogação do prazo originalmente ajustado e
adequação de dotação orçamentária para cobertura das despesas resultantes do
pagamento de medições nos exercícios de 2019-2020, com vista a dar continuidade
aos serviços de manutenção na Malha Rodoviária do VI Distrito Rodoviário em Pau
dos Ferros/RN. Valor global de R$ 3.965.133,87 (Três milhões novecentos e
sessenta e cinco mil, cento e trinta e três reais e oitenta e sete centavos).
Exercício 2019: R$ 1.200.000,00 Dotação Orçamentária:
25201.25203.06.782.0017.1908.01  Melhoria da Sinalização e do Sistema Viário.
Natureza da Despesa: 4490.51.05 - Obras e Instalações, Zona/Região: 01 - Rio
Grande do Norte, Fonte: Fonte de Recursos: 4.250  Recursos Diretamente
Arrecadados  Conv. DETRAN-DER. Exercício 2020: R$
2.765.133,87 Dotação Orçamentária: 25201.26.782.0009.169301 - Conservação de
Rodovias, Natureza da Despesa: 4490.51.05 - Obras e Instalações, Zona/Região:
01- Rio Grande do Norte, Fonte de Recursos: 0.102  Recursos da CIDE. Validade:
O presente Aditivo entra em vigor na data de sua assinatura. Fundamento Legal:
no art. 65, incisos I e II, da Lei nº 8.666/93 e suas modificações posteriores.
Autorização Competente: Processo nº 03310019.000700/2019-17. Data e
Assinaturas: 16.10.2019. Engº Civil Manoel Marques
Dantas - Diretor Geral-DER/RN e Francisco Edson de Carvalho Junior 
Contratada. Publique-se.
Natal(RN),
16 de Outubro de 2019.
Engº Civil Manoel Marques Dantas  
Diretor Geral-DER/RN"
17/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DA INFRA-ESTRUTURA,DEPARTAMENTO ESTADUAL DE TRÂNSITO (DETRAN),,,Ana Flávia - Extrato 1º Termo Aditivo,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191017&id_doc=662456,http://diariooficial.rn.gov.br/dei/dorn3/documentos/00000001/20191017/662456.htm,"Secretaria de Infra-estrutura. Departamento
Estadual de Trânsito do Rio Grande do Norte. Extrato do 1º Termo Aditivo ao Contrato
nº 043/2018 celebrado com: Ana Cristina
Correia da Silva. Objeto: Prorrogação por 12 (doze) meses da locação do
imóvel sito a Av. Coronel Estevam, 1233, Alecrim, Natal/RN, onde funciona a
Central do Cidadão. Valor: O valor total é de R$ 127.488,00 (cento e vinte e
sete mil, quatrocentos e oitenta e oito reais). Vigência: 15/10/2019 à 14/10/2020.
Dotação Orçamentária: 25.203.06.122.0100.247401  Manutenção e Funcionamento do
Detran/RN, Fonte: 0.2.50.000000  Recursos Diretamente Arrecadados, Elemento de
Despesa: 33.90.36.15  Locação de Imóveis - Pessoa Física. Data da Assinatura: 14/10/2019.
Assinaturas: Jonielson Pereira de Oliveira - Diretor
Geral do Detran/RN e Ana Cristina Correia da Silva  Proprietários do Imóvel.
Processo 02910037.001258/2019-60."
17/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETÁRIA DE ESTADO DA ADMINISTRAÇÃO (SEAD),,,,SEAD - TERMO DE ANULAÇÃO.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191017&id_doc=662536,http://diariooficial.rn.gov.br/dei/dorn3/documentos/00000001/20191017/662536.htm,"TERMO DE
ANULAÇÃO - Pregão Eletrônico nº 06/2019.
Processo Administrativo nº 146.708/2017-2
 
 
A SECRETÁRIA DE  ESTADO DA ADMINISTRAÇÃO, no uso das
atribuições que lhe confere o artigo 54, inciso XIII, da Lei Complementar
Estadual n.º 163, de 06 de fevereiro de 1999, no uso de suas atribuições legais e tendo como prerrogativas os regramentos estatuídos pela Lei Federal nº 8.666/93,
 
CONSIDERANDO  que a anulação
está fundamentada no art. 49, da Lei Federal nº 8.666/1993, c/c a Súmula 473 do Supremo Tribunal
Federal;
 
CONSIDERANDO que o objeto não chegou a ser adjudicado nem homologado
por parte das empresas interessadas, fato que não acarretaria qualquer prejuízo
aos licitantes;
 
CONSIDERANDO que a autotutela é o poder
que a Administração Pública goza para anular ou revogar seus atos
administrativos, quando estes se apresentarem, respectivamente, ilegais ou
contrários à conveniência ou à oportunidade administrativa;
 
CONSIDERANDO que o  Parecer Técnico do GANEP concluiu que as
configurações descritas estavam obsoletas dentre outras razões;
 
CONSIDERANDO
o que dispõe o Processo n° Administrativo nº 146.708/2017-2,
 
RESOLVE:
 
ANULAR
o procedimento licitatório nº 06/2019-Pregão Eletrônico, cujo objeto consiste na
contratação de empresa prestadora de serviços e locação de recursos e de
tecnologia da informação para provimento de infraestrutura digital,
compreendendo logística, instalaçao e manutenção preventiva e corretiva de
estações de trabalho do tipo desktop e notebook, locação de estabilizadores com
manutenção preventiva e corretiva, para atender as eventuais necessidades da
Administração Pública Estadual, através do Sistema de registro de Preços,
conforme especifica Edital e Anexos do Pregão Etetrônico 06/2019,
disponibilizado no sistema comprasnet e publicado no DOE em 06 de junho de
2019, edição 14.429, posteriormente suspenso no sistema e no doe em 18 de junho
de 2019, edição 14.437. 
 
PUBLIQUE-SE. CUMPRA-SE.
 
Gabinete da Secretaria de Estado da
Administração, em Natal/RN, em 16 de outubro de 2019.
 
MARIA VIRGÍNIA FERREIRA LOPES
Secretária de Estado da Administração"
17/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETÁRIA DE ESTADO DA ADMINISTRAÇÃO (SEAD),,,,SEAD - Justificativa para Quebra UNIFICADO.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191017&id_doc=662537,http://diariooficial.rn.gov.br/dei/dorn3/documentos/00000001/20191017/662537.htm,"Processo nº 00110009.003568/2019-19
Interessado: COORDENADORIA DE PATRIMÔNIO
 
 Termo de Justificativa de Quebra de Ordem
Cronológica de Pagamento
Considerando o art. 5° da Lei 8.666/93 que prevê que o pagamento das
obrigações relativas ao fornecimento de bens, locações, realização de obras e
prestação de serviços, da Administração Pública devem obedecer, para cada fonte
diferenciada de recursos, a estrita ordem cronológica das datas de suas
exigibilidades, salvo quando presentes relevantes razões de interesse público e
mediante prévia justificativa da autoridade competente, devidamente publicada.
Considerando o Art. 15, III e IV da Resolução do TCE n° 32/2016, que
prevê a admissibilidade da quebra da ordem cronológica de pagamentos tão
somente em caso de calamidade pública ou mediante relevante interesse público,
mediante deliberação expressa e fundamentada do ordenador de despesas.
Considerando a regulamentação da obrigatoriedade de observância da ordem
cronológica de pagamentos, por meio das Orientações Circulares de 001 à
005/2019 emitidas pela GCG-CONTROL.
Considerando que as referidas normas preveem a possibilidade de quebra
da ordem cronológica de casos neles especificados, mediante prévia
justificativa emanada pelo ordenador da despesa, fazendo-se obrigatória a sua
publicação no Diário Oficial do Estado.
Considerando a atual situação de calamidade financeira que o Estado do
Rio Grande do Norte se encontra, Conforme Decreto Nº 28.689, de 2 de Janeiro de
2019, aprovado pela Assembleia Legislativa na sessão do dia 26 de fevereiro de
2019.
Considerando a imprescindibilidade do serviço de fornecimento de
combustível, tanto para este, quanto para todos os órgãos do Estado.
Considerando o consumo de combustíveis automotivos, como a gasolina
e o óleo diesel como uma das mais importantes fontes de energia da atualidade,
essencial para a prestação do serviço público  saúde, educação, segurança,
dentre outros  através do deslocamento de servidores e/ou de bens.
Considerando que o fluxo de combustíveis automotivos, como a
gasolina e o óleo diesel, do Fornecedor Petrobras Fornecedora, CNPJ
34.274.233/0099-08, são constantes e diários para todos os órgãos da
administração direta e indireta.
Considerando que a distribuição de combustíveis gera um grande volume de
notas fiscais de consumo e de serviço de gerenciamento na distribuição, onde o
não pagamento de tais notas poderá acarretar na suspensão de fornecimento para
o Estado do RN.
Considerando que a suspensão do fornecimento de
combustíveis pela Petrobrás Distribuidora SA ao Estado do Rio Grande
do Norte, irá gerar prejuízos ao andamento dos serviços estatais, sobretudo os
essenciais.
Considerando o Art. 2º da Orientação Circular nº 004/2019-GCG-CONTROL e
relacionando-a com a importância do abastecimento de combustíveis automotivos
nas secretarias estaduais do RN na prestação do serviço público, faz necessária
a autorização para a quebra de Ordem Cronológica de Pagamento.
Desta feita, em consonância com a
manifestação jurídica presente nos autos do Processo Sei n° 00110009.003568/2019-19,
autorizo a quebra de ordem cronológica de pagamento das notas fiscais abaixo
relacionada:
 
 
 
 



PROCESSO


CREDOR


Documentação Cobrança


Liquidação e Pagamento





Nota Fiscal


Atesto do Fiscal


Empenho


Data da Justificativa


Data do Pagamento


Valor





Razão Social


CNPJ





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


ENC 967847


27/09/2019


2019NE00009


30/09/2019


01/10/2019


R$    129,65





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


ENC 967843


27/09/2019


2019NE00009


30/09/2019


01/10/2019


R$ 56,49





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000970502-1


17/09/2019


2019NE000117


30/09/2019


02/10/2019


R$ 990,15





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000970502-2


17/09/2019


2019NE000118


30/09/2019


02/10/2019


R$ 8.363,89





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000970502-3


17/09/2019


2019NE000119


30/09/2019


02/10/2019


R$ 1.385,62





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000970502-4


17/09/2019


2019NE000120


30/09/2019


02/10/2019


R$ 5.598,34





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000970503 - 1


17/09/2019


2019NE000117


30/09/2019


02/10/2019


R$ 3.535,89





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000970503 - 2


17/09/2019


2019NE000118


30/09/2019


02/10/2019


R$29.867,96





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000970503 - 3


17/09/2019


2019NE000119


30/09/2019


02/10/2019


R$ 4.948,13





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000970503 - 4


17/09/2019


2019NE000120


30/09/2019


02/10/2019


R$ 19.992,02





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000970971 -1


19/09/2019


2019NE000117


30/09/2019


03/10/2019


R$ 1.029,85





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000970971 -2


19/09/2019


2019NE000118


30/09/2019


03/10/2019


R$ 8.699,20





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000970971 -3


19/09/2019


2019NE000119


30/09/2019


03/10/2019


R$ 1.441,17





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000970971 -4


19/09/2019


2019NE000120


30/09/2019


03/10/2019


 R$ 5.822,78





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000970972 - 1


19/09/2019


2019NE000117


30/09/2019


03/10/2019


R$ 2.357,26





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000970972 - 2


19/09/2019


2019NE000118


30/09/2019


03/10/2019


R$ 19.911,98





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000970972 - 3


19/09/2019


2019NE000119


30/09/2019


03/10/2019


R$ 3.298,76





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000970972 - 4


19/09/2019


2019NE000120


30/09/2019


03/10/2019


R$ 13.328,00





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000971552 - 1


21/09/2019


2019NE000117


30/09/2019


05/10/2019


R$ 4.714,52





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000971552 - 2


21/09/2019


2019NE000118


30/09/2019


05/10/2019


R$ 39.823,95





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000971552 - 3


21/09/2019


2019NE000119


30/09/2019


05/10/2019


 R$ 6.597,51





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000971552 - 4


21/09/2019


2019NE000120


30/09/2019


05/10/2019


R$ 26.656,02





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000971553- 1


21/09/2019


2019NE000117


30/09/2019


05/10/2019


R$2.059,69





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000971553- 2


21/09/2019


2019NE000118


30/09/2019


05/10/2019


R$ 17.398,41





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000971553- 3


21/09/2019


2019NE000119


30/09/2019


05/10/2019


R$ 2.882,34





00110009.003568/2019-19


Petrobras Distribuidora S.A.


34.274.233/0099-08


NF-e 000971553- 4


21/09/2019


2019NE000120


30/09/2019


05/10/2019


R$ 11.645,56





TOTAL 


 R$242.535,14 





Natal, 30 de setembro de 2019.
(Assinado eletronicamente)
MARIA VIRGÍNIA FERREIRA LOPES
Secretária de Estado da Administração
 
 
 
 
 
 
Processo nº 0011009.000006/2018-32
Interessado: COORDENADORIA DE PATRIMÔNIO
 
Termo de Justificativa de Quebra de
Ordem Cronológica de Pagamento
Considerando o art. 5° da Lei 8.666/93 que prevê que o pagamento das
obrigações relativas ao fornecimento de bens, locações, realização de obras e
prestação de serviços, da Administração Pública devem obedecer, para cada fonte
diferenciada de recursos, a estrita ordem cronológica das datas de suas
exigibilidades, salvo quando presentes relevantes razões de interesse público e
mediante prévia justificativa da autoridade competente, devidamente publicada.
Considerando o Art. 15, III e IV da Resolução do TCE n° 32/2016, que
prevê a admissibilidade da quebra da ordem cronológica de pagamentos tão
somente em caso de calamidade pública ou mediante relevante interesse público,
mediante deliberação expressa e fundamentada do ordenador de despesas.
Considerando a regulamentação da obrigatoriedade de observância da ordem
cronológica de pagamentos, por meio das Orientações Circulares de 001 à
005/2019 emitidas pela GCG-CONTROL.
Considerando que as referidas normas preveem a possibilidade de quebra
da ordem cronológica de casos neles especificados, mediante prévia
justificativa emanada pelo ordenador da despesa, fazendo-se obrigatória a sua
publicação no Diário Oficial do Estado.
Considerando a atual situação de calamidade financeira que o Estado do
Rio Grande do Norte se encontra, Conforme Decreto Nº 28.689, de 2 de Janeiro de
2019, aprovado pela Assembleia Legislativa na sessão do dia 26 de fevereiro de
2019.
Considerando a imprescindibilidade do serviço de fornecimento de
combustível, tanto para este, quanto para todos os órgãos do Estado.
Considerando o consumo de combustíveis automotivos, como a gasolina
e o óleo diesel como uma das mais importantes fontes de energia da atualidade,
essencial para a prestação do serviço público  saúde, educação, segurança,
dentre outros  através do deslocamento de servidores e/ou de bens.
Considerando que o fluxo de combustíveis automotivos, como a gasolina
e o óleo diesel, do Fornecedor Petrobras Fornecedora, CNPJ 34.274.233/0099-08,
são constantes e diários para todos os órgãos da administração direta e
indireta.
Considerando que a distribuição de combustíveis gera um grande volume de
notas fiscais de consumo e de serviço de gerenciamento na distribuição, onde o
não pagamento de tais notas poderá acarretar na suspensão de fornecimento para
o Estado do RN.
Considerando que a suspensão do fornecimento de
combustíveis pela Petrobrás Distribuidora SA ao Estado do Rio Grande
do Norte, irá gerar prejuízos ao andamento dos serviços estatais, sobretudo os
essenciais.
Considerando o Art. 2º da Orientação Circular nº 004/2019-GCG-CONTROL e
relacionando-a com a importância do abastecimento de combustíveis automotivos
nas secretarias estaduais do RN na prestação do serviço público, faz necessária
a autorização para a quebra de Ordem Cronológica de Pagamento.
Desta feita, em consonância com a manifestação jurídica presente nos
autos do Processo Sei n° 0011009.000006/2018-32, autorizo a quebra de ordem
cronológica de pagamento das notas fiscais abaixo relacionada:



PROCESSO


CREDOR


Documentação Cobrança


Liquidação e Pagamento


 




Nota Fiscal


Atesto do Fiscal


Empenho


Data da Justificativa


Data do Pagamento


Valor


 




Razão Social


CNPJ


 




00110009.000006/2018-32 


Petrobras Distribuidora S.A.


34.274.233/0099-08


NFS-e 1640-A -1540


19/09/2019


2019NE00070


30/09/2019


01/10/2019


R$ 17.818,92


 




TOTAL


 R$ 17.818,92


 



 
Natal, 30 de setembro de 2019.
(Assinado eletronicamente)
MARIA VIRGÍNIA FERREIRA LOPES
Secretária de Estado da Administração 
 
 
 
Processo nº 00110009.003568/2019-19
Interessado: COORDENADORIA DE PATRIMÔNIO
 
 Termo de Justificativa de Quebra de Ordem
Cronológica de Pagamento
Considerando o art. 5° da Lei 8.666/93
que prevê que o pagamento das obrigações relativas ao fornecimento de bens,
